num,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,KH_golgi,Organism,Uniprot_GO
20684,Atrip,NO,Nucleus,0,0,0,0,0,mouse,0
20685,Atrn,NO,ER,0,0,0,0,0,mouse,0
20686,Atrx,NO,Nucleus,0,0,0,0,0,mouse,0
20687,Atxn10,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20688,Atxn1l,NO,Nucleus,0,0,0,0,0,mouse,0
20689,Atxn2,NO,Cytoplasm,0,0,0,0,0,mouse,0
20690,Atxn2l,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20691,Atxn3,NO,Nucleus,0,0,0,0,0,mouse,0
20692,Atxn7l3,NO,Nucleus,0,0,0,0,0,mouse,0
20693,Atxn7l3b,NO,Cytoplasm,0,0,0,0,0,mouse,0
20694,Auh,NO,Mitochondria,0,0,0,0,0,mouse,0
20695,Aup1,NO,ER,0,0,0,0,0,mouse,0
20696,Aurka,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20697,Aurkb,NO,Nucleus,0,0,0,0,0,mouse,0
20698,Aven,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20699,Avl9,NO,Endosome,0,0,0,0,0,mouse,0
20700,Avpr1a,NO,Plasma membrane,0,0,0,0,0,mouse,0
20701,Avpr1b,NO,Plasma membrane,0,0,0,0,0,mouse,0
20702,Avpr2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20703,Awat1,NO,ER,0,0,0,0,0,mouse,0
20704,Awat2,NO,ER,0,0,0,0,0,mouse,0
20705,Axin2,NO,Cytoplasm,0,0,0,0,0,mouse,0
20706,Axl,NO,Plasma membrane,0,0,0,0,0,mouse,0
20707,Azi2,NO,Cytoplasm,0,0,0,0,0,mouse,0
20708,Azin1,NO,Nucleus,0,0,0,0,0,mouse,0
20709,B2m,NO,Plasma membrane,0,0,0,0,0,mouse,0
20710,B3galnt1,NO,Golgi,0,0,0,0,0,mouse,0
20711,B3galnt2,NO,Golgi,0,0,0,0,0,mouse,0
20712,B3galt1,NO,Golgi,0,0,0,0,0,mouse,0
20713,B3galt2,NO,Golgi,0,0,0,0,0,mouse,0
20714,B3galt4,NO,Golgi,0,0,0,0,0,mouse,0
20715,B3galt5,NO,Golgi,0,0,0,0,0,mouse,0
20716,B3galt6,NO,Golgi,0,0,0,0,0,mouse,0
20717,B3gat1,NO,Golgi,0,0,0,0,0,mouse,0
20718,B3gat2,NO,Golgi,0,0,0,0,0,mouse,0
20719,B3gat3,NO,Golgi,0,0,0,0,0,mouse,0
20720,B3glct,NO,ER,0,0,0,0,0,mouse,0
20721,B3gnt2,NO,Golgi,0,0,0,0,0,mouse,0
20722,B3gnt3,NO,Golgi,0,0,0,0,0,mouse,0
20723,B3gnt4,NO,Golgi,0,0,0,0,0,mouse,0
20724,B3gnt5,NO,Golgi,0,0,0,0,0,mouse,0
20725,B3gnt6,NO,Golgi,0,0,0,0,0,mouse,0
20726,B3gnt7,NO,Golgi,0,0,0,0,0,mouse,0
20727,B3gnt8,NO,Golgi,0,0,0,0,0,mouse,0
20728,B3gnt8,NO,Golgi,0,0,0,0,0,mouse,0
20729,B3gnt9,NO,Golgi,0,0,0,0,0,mouse,0
20730,B4galnt1,NO,Golgi,0,0,0,0,0,mouse,0
20731,B4galnt2,NO,Golgi,0,0,0,0,0,mouse,0
20732,B4galnt3,NO,Golgi,0,0,0,0,0,mouse,0
20733,B4galnt4,NO,Golgi,0,0,0,0,0,mouse,0
20734,B4galt1,NO,Golgi,0,0,0,0,0,mouse,0
20735,B4galt1,NO,Golgi,0,0,0,0,0,mouse,0
20736,B4galt2,NO,Golgi,0,0,0,0,0,mouse,0
20737,B4galt3,NO,Golgi,0,0,0,0,0,mouse,0
20738,B4galt4,NO,Golgi,0,0,0,0,0,mouse,0
20739,B4galt5,NO,Golgi,0,0,0,0,0,mouse,0
20740,B4galt6,NO,Golgi,0,0,0,0,0,mouse,0
20741,B4galt7,NO,Golgi,0,0,0,0,0,mouse,0
20742,B4gat1,NO,Golgi,0,0,0,0,0,mouse,0
20743,Bace2,NO,ER,0,0,0,0,0,mouse,0
20744,Bach1,NO,Nucleus,0,0,0,0,0,mouse,0
20745,Bach1,NO,Nucleus,0,0,0,0,0,mouse,0
20746,Bad,NO,Mitochondria,0,0,0,0,0,mouse,0
20747,Bag1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20748,Bag2,NO,Endosome,0,0,0,0,0,mouse,0
20749,Bag3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20750,Bag4,NO,Cytoplasm,0,0,0,0,0,mouse,0
20751,Bag5,NO,ER_high_curvature,0,0,0,0,0,mouse,0
20752,Bag6,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20753,Bahd1,NO,Nucleus,0,0,0,0,0,mouse,0
20754,Baiap2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20755,Baiap2l1,NO,Endosome,0,0,0,0,0,mouse,0
20756,Bak1,NO,Mitochondria,0,0,0,0,0,mouse,0
20757,Banf1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20758,Banp,NO,Nucleus,0,0,0,0,0,mouse,0
20759,Bard1,NO,Nucleus,0,0,0,0,0,mouse,0
20760,Barhl1,NO,Nucleus,0,0,0,0,0,mouse,0
20761,Barhl2,NO,Nucleus,0,0,0,0,0,mouse,0
20762,Barx1,NO,Nucleus,0,0,0,0,0,mouse,0
20763,Barx2,NO,Nucleus,0,0,0,0,0,mouse,0
20764,Basp1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20765,Batf2,NO,Nucleus,0,0,0,0,0,mouse,0
20766,Batf3,NO,Nucleus,0,0,0,0,0,mouse,0
20767,Bax,NO,Mitochondrion-Mtx,0,0,0,0,0,mouse,0
20768,Baz1a,NO,Nucleus,0,0,0,0,0,mouse,0
20769,Baz1b,NO,Nucleus,0,0,0,0,0,mouse,0
20770,Baz2a,NO,Nucleus,0,0,0,0,0,mouse,0
20771,Baz2b,NO,Nucleus,0,0,0,0,0,mouse,0
20772,Bbc3,NO,Mitochondria,0,0,0,0,0,mouse,0
20773,Bbc3,NO,Mitochondria,0,0,0,0,0,mouse,0
20774,Bbox1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20775,Bbx,NO,Nucleus,0,0,0,0,0,mouse,0
20776,Bcam,NO,Plasma membrane,0,0,0,0,0,mouse,0
20777,Bcap29,NO,ER,0,0,0,0,0,mouse,0
20778,Bcap31,NO,ER,0,0,0,0,0,mouse,0
20779,Bcap31,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
20780,Bcar1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20781,Bcar3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20782,Bcas1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20783,Bcas2,NO,Nucleus,0,0,0,0,0,mouse,0
20784,Bcat1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20785,Bcat2,NO,Mitochondrion-Mtx,0,0,0,0,0,mouse,0
20786,Bccip,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20787,Bcdin3d,NO,Cytoplasm,0,0,0,0,0,mouse,0
20788,Bckdha,NO,Mitochondria,0,0,0,0,0,mouse,0
20789,Bckdhb,NO,Mitochondria,0,0,0,0,0,mouse,0
20790,Bckdk,NO,Mitochondria,0,0,0,0,0,mouse,0
20791,Bcl11b,NO,Nucleus,0,0,0,0,0,mouse,0
20792,Bcl2,NO,Mitochondria,0,0,0,0,0,mouse,0
20793,Bcl2a1a,NO,Cytoplasm,0,0,0,0,0,mouse,0
20794,Bcl2a1b,NO,Cytoplasm,0,0,0,0,0,mouse,0
20795,Bcl2a1d,NO,Cytoplasm,0,0,0,0,0,mouse,0
20796,Bcl2l1,NO,Mitochondria,0,0,0,0,0,mouse,0
20797,Bcl2l12,NO,Plasma membrane,0,0,0,0,0,mouse,0
20798,Bcl2l13,NO,Mitochondria,0,0,0,0,0,mouse,0
20799,Bcl6,NO,Nucleus,0,0,0,0,0,mouse,0
20800,Bcl6b,NO,Nucleus,0,0,0,0,0,mouse,0
20801,Bcl9,NO,Nucleus,0,0,0,0,0,mouse,0
20802,Bcl9l,NO,Nucleus,0,0,0,0,0,mouse,0
20803,Bclaf1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20804,Bclaf3,NO,Mitochondria,0,0,0,0,0,mouse,0
20805,Bco2,NO,Mitochondria,0,0,0,0,0,mouse,0
20806,Bcor,NO,Nucleus,0,0,0,0,0,mouse,0
20807,Bcorl1,NO,Nucleus,0,0,0,0,0,mouse,0
20808,Bcr,NO,Golgi,0,0,0,0,0,mouse,0
20809,Bcs1l,NO,Mitochondria,0,0,0,0,0,mouse,0
20810,Bdh1,NO,Mitochondria,0,0,0,0,0,mouse,0
20811,Bdh2,NO,Cytoplasm,0,0,0,0,0,mouse,0
20812,Bdkrb1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20813,Bdkrb2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20814,Bdp1,NO,Nucleus,0,0,0,0,0,mouse,0
20815,Bdp1,NO,Nucleus,0,0,0,0,0,mouse,0
20816,Becn1,NO,Endosome,0,0,0,0,0,mouse,0
20817,Bend3,NO,Nucleus,0,0,0,0,0,mouse,0
20818,Bend6,NO,Nucleus,0,0,0,0,0,mouse,0
20819,Best1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20820,Best2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20821,Best3,NO,Plasma membrane,0,0,0,0,0,mouse,0
20822,Bet1,NO,Golgi,0,0,0,0,0,mouse,0
20823,Bet1l,NO,Golgi,0,0,0,0,0,mouse,0
20824,Bfar,NO,ER,0,0,0,0,0,mouse,0
20825,Bhlha15,NO,Nucleus,0,0,0,0,0,mouse,0
20826,Bhlhe22,NO,Nucleus,0,0,0,0,0,mouse,0
20827,Bhlhe23,NO,Nucleus,0,0,0,0,0,mouse,0
20828,Bhmt,NO,Cytoplasm,0,0,0,0,0,mouse,0
20829,Bicc1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20830,Bicd1,NO,Golgi,0,0,0,0,0,mouse,0
20831,Bicd2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20832,Bid,NO,Mitochondria,0,0,0,0,0,mouse,0
20833,Bin1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20834,Birc5,NO,Nucleus,0,0,0,0,0,mouse,0
20835,Birc6,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20836,Blk,NO,Plasma membrane,0,0,0,0,0,mouse,0
20837,Blm,NO,Nucleus,0,0,0,0,0,mouse,0
20838,Blmh,NO,Cytoplasm,0,0,0,0,0,mouse,0
20839,Bloc1s1,NO,Endosome,0,0,0,0,0,mouse,0
20840,Bloc1s2,NO,Endosome,0,0,0,0,0,mouse,0
20841,Bloc1s3,NO,Cytoplasm,0,0,0,0,0,mouse,0
20842,Bloc1s4,NO,Cytoplasm,0,0,0,0,0,mouse,0
20843,Bloc1s5,NO,Endosome,0,0,0,0,0,mouse,0
20844,Blvra,NO,Cytoplasm,0,0,0,0,0,mouse,0
20845,Blvrb,NO,Cytoplasm,0,0,0,0,0,mouse,0
20846,Bmp1,NO,ER,0,0,0,0,0,mouse,0
20847,Bmp2k,NO,Nucleus,0,0,0,0,0,mouse,0
20848,Bmpr1a,NO,Plasma membrane,0,0,0,0,0,mouse,0
20849,Bmpr1b,NO,Plasma membrane,0,0,0,0,0,mouse,0
20850,Bmpr2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20851,Bms1,NO,Nucleus,0,0,0,0,0,mouse,0
20852,Bmx,NO,Cytoplasm,0,0,0,0,0,mouse,0
20853,Bnc2,NO,Nucleus,0,0,0,0,0,mouse,0
20854,Bnip1,NO,ER-Membrane,0,0,0,0,0,mouse,0
20855,Bnip3,NO,Mitochondria,0,0,0,0,0,mouse,0
20856,Bnip3l,NO,Mitochondria,0,0,0,0,0,mouse,0
20857,Bnip3l-ps,NO,Mitochondria,0,0,0,0,0,mouse,0
20858,Boc,NO,Plasma membrane,0,0,0,0,0,mouse,0
20859,Bola1,NO,Mitochondria,0,0,0,0,0,mouse,0
20860,Bola3,NO,Mitochondria,0,0,0,0,0,mouse,0
20861,Boll,NO,Cytoplasm,0,0,0,0,0,mouse,0
20862,Bop1,NO,Nucleus,0,0,0,0,0,mouse,0
20863,Borcs5,NO,Endosome,0,0,0,0,0,mouse,0
20864,Borcs8,NO,Lysosome,0,0,0,0,0,mouse,0
20865,Bphl,NO,Mitochondria,0,0,0,0,0,mouse,0
20866,Bpnt1,NO,Golgi,0,0,0,0,0,mouse,0
20867,Bptf,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20868,Brap,NO,Cytoplasm,0,0,0,0,0,mouse,0
20869,Brap,NO,Cytoplasm,0,0,0,0,0,mouse,0
20870,Brd1,NO,Nucleus,0,0,0,0,0,mouse,0
20871,Brd2,NO,Nucleus,0,0,0,0,0,mouse,0
20872,Brd3,NO,Nucleus,0,0,0,0,0,mouse,0
20873,Brd7,NO,Nucleus,0,0,0,0,0,mouse,0
20874,Brd8,NO,Nucleus,0,0,0,0,0,mouse,0
20875,Brdt,NO,Nucleus,0,0,0,0,0,mouse,0
20876,Brf1,NO,Nucleus,0,0,0,0,0,mouse,0
20877,Brf1,NO,Nucleus,0,0,0,0,0,mouse,0
20878,Brf2,NO,Nucleus,0,0,0,0,0,mouse,0
20879,Bri3bp,NO,Mitochondria,0,0,0,0,0,mouse,0
20880,Brinp1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20881,Brix1,NO,Nucleus,0,0,0,0,0,mouse,0
20882,Brk1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20883,Brms1l,NO,Nucleus,0,0,0,0,0,mouse,0
20884,Brox,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20885,Brpf1,NO,Nucleus,0,0,0,0,0,mouse,0
20886,Brs3,NO,Plasma membrane,0,0,0,0,0,mouse,0
20887,Brwd3,NO,Nucleus,0,0,0,0,0,mouse,0
20888,Bscl2,NO,ER,0,0,0,0,0,mouse,0
20889,Bsdc1,NO,Golgi,0,0,0,0,0,mouse,0
20890,Bsg,NO,Plasma membrane,0,0,0,0,0,mouse,0
20891,Bst1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20892,Bsx,NO,Nucleus,0,0,0,0,0,mouse,0
20893,Btaf1,NO,Nucleus,0,0,0,0,0,mouse,0
20894,Btbd1,NO,Endosome,0,0,0,0,0,mouse,0
20895,Btbd18,NO,Nucleus,0,0,0,0,0,mouse,0
20896,Btbd7,NO,Nucleus,0,0,0,0,0,mouse,0
20897,Btbd8,NO,Nucleus,0,0,0,0,0,mouse,0
20898,Btbd8,NO,Nucleus,0,0,0,0,0,mouse,0
20899,Btd,NO,ER-Lumen,0,0,0,0,0,mouse,0
20900,Btf3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20901,Btf3l4,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20902,Btg3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20903,Btla,NO,Plasma membrane,0,0,0,0,0,mouse,0
20904,Bub1,NO,Nucleus,0,0,0,0,0,mouse,0
20905,Bub1b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20906,Bub3,NO,Nucleus,0,0,0,0,0,mouse,0
20907,Bud13,NO,Nucleus,0,0,0,0,0,mouse,0
20908,Bysl,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20909,Bzw1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20910,Bzw2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20911,1110032A03Rik,NO,Nucleus,0,0,0,0,0,mouse,0
20912,4931406C07Rik,NO,Nucleus,0,0,0,0,0,mouse,0
20913,1810009A15Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20914,4930430F08Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20915,D6Wsu163e,NO,Cytoplasm,0,0,0,0,0,mouse,0
20916,Grcc10,NO,Cytoplasm,0,0,0,0,0,mouse,0
20917,1700123O20Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20918,3110040N11Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20919,Gm14137,NO,Mitochondria,0,0,0,0,0,mouse,0
20920,5730455P16Rik,NO,Golgi,0,0,0,0,0,mouse,0
20921,D11Wsu47e,NO,Mitochondria,0,0,0,0,0,mouse,0
20922,BC031181,NO,Plasma membrane,0,0,0,0,0,mouse,0
20923,2310011J03Rik,NO,ER,0,0,0,0,0,mouse,0
20924,D8Ertd738e,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20925,C1galt1,NO,Golgi,0,0,0,0,0,mouse,0
20926,C1galt1c1,NO,Golgi,0,0,0,0,0,mouse,0
20927,A430005L14Rik,NO,Nucleus,0,0,0,0,0,mouse,0
20928,2310022B05Rik,NO,Cytoplasm,0,0,0,0,0,mouse,0
20929,4933434E20Rik,NO,ER,0,0,0,0,0,mouse,0
20930,2410004B18Rik,NO,Endosome,0,0,0,0,0,mouse,0
20931,C1qbp,NO,Mitochondrion-Mtx,0,0,0,0,0,mouse,0
20932,C1qtnf6,NO,ER,0,0,0,0,0,mouse,0
20933,1700037H04Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20934,C2cd2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20935,C2cd3,NO,Mitochondria,0,0,0,0,0,mouse,0
20936,C2cd4a,NO,Nucleus,0,0,0,0,0,mouse,0
20937,C2cd4b,NO,Nucleus,0,0,0,0,0,mouse,0
20938,C2cd4c,NO,Endosome,0,0,0,0,0,mouse,0
20939,C2cd5,NO,Plasma membrane,0,0,0,0,0,mouse,0
20940,C2cd5,NO,Plasma membrane,0,0,0,0,0,mouse,0
20941,1700066M21Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20942,1700019D03Rik,NO,Plasma membrane,0,0,0,0,0,mouse,0
20943,C3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20944,C3ar1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20945,E130311K13Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20946,C4a,NO,Endosome,0,0,0,0,0,mouse,0
20947,C4b,NO,Endosome,0,0,0,0,0,mouse,0
20948,4930579G24Rik,NO,Cytoplasm,0,0,0,0,0,mouse,0
20949,C5ar2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20950,1600012H06Rik,NO,ER,0,0,0,0,0,mouse,0
20951,2310061I04Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20952,3110082I17Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20953,1110038F14Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20954,C030006K11Rik,NO,Mitochondria,0,0,0,0,0,mouse,0
20955,BC005624,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20956,1110059E24Rik,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20957,Car1,NO,Cytoplasm,0,0,0,0,0,mouse,0
20958,Car12,NO,Plasma membrane,0,0,0,0,0,mouse,0
20959,Car2,NO,Endosome,0,0,0,0,0,mouse,0
20960,Car3,NO,Cytoplasm,0,0,0,0,0,mouse,0
20961,Car4,NO,Plasma membrane,0,0,0,0,0,mouse,0
20962,Car5a,NO,Mitochondria,0,0,0,0,0,mouse,0
20963,Car5b,NO,Mitochondria,0,0,0,0,0,mouse,0
20964,Car5b,NO,Mitochondria,0,0,0,0,0,mouse,0
20965,Car7,NO,Cytoplasm,0,0,0,0,0,mouse,0
20966,Car9,NO,Plasma membrane,0,0,0,0,0,mouse,0
20967,Caap1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20968,Cab39,NO,Cytoplasm,0,0,0,0,0,mouse,0
20969,Cabin1,NO,Nucleus,0,0,0,0,0,mouse,0
20970,Cabp5,NO,Cytoplasm,0,0,0,0,0,mouse,0
20971,Cacna1a,NO,Plasma membrane,0,0,0,0,0,mouse,0
20972,Cacna1h,NO,Plasma membrane,0,0,0,0,0,mouse,0
20973,Cacna1s,NO,Plasma membrane,0,0,0,0,0,mouse,0
20974,Cacnb3,NO,Cytoplasm,0,0,0,0,0,mouse,0
20975,Cacng1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20976,Cacng4,NO,Plasma membrane,0,0,0,0,0,mouse,0
20977,Cacng5,NO,Plasma membrane,0,0,0,0,0,mouse,0
20978,Cacng6,NO,Plasma membrane,0,0,0,0,0,mouse,0
20979,Cacng7,NO,Plasma membrane,0,0,0,0,0,mouse,0
20980,Cacng8,NO,Plasma membrane,0,0,0,0,0,mouse,0
20981,Cactin,NO,Nucleus,0,0,0,0,0,mouse,0
20982,Cacybp,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20983,Cad,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20984,Cadm1,NO,Plasma membrane,0,0,0,0,0,mouse,0
20985,Cadm2,NO,Plasma membrane,0,0,0,0,0,mouse,0
20986,Cadm3,NO,Plasma membrane,0,0,0,0,0,mouse,0
20987,Cadm4,NO,Plasma membrane,0,0,0,0,0,mouse,0
20988,Calcr,NO,Plasma membrane,0,0,0,0,0,mouse,0
20989,Calcrl,NO,Plasma membrane,0,0,0,0,0,mouse,0
20990,Calr,NO,ER-Lumen,0,0,0,0,0,mouse,0
20991,Calr3,NO,ER,0,0,0,0,0,mouse,0
20992,Calu,NO,ER,0,0,0,0,0,mouse,0
20993,Calu,NO,ER-Lumen,0,0,0,0,0,mouse,0
20994,Camk2d,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20995,Camk2g,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20996,Caml,NO,ER,0,0,0,0,0,mouse,0
20997,Camsap1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20998,Camsap2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
20999,Camsap3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21000,Camta2,NO,Nucleus,0,0,0,0,0,mouse,0
21001,Cand1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21002,Cand2,NO,Nucleus,0,0,0,0,0,mouse,0
21003,Cant1,NO,Golgi,0,0,0,0,0,mouse,0
21004,Canx,NO,ER,0,0,0,0,0,mouse,0
21005,Cap1,NO,Plasma membrane,0,0,0,0,0,mouse,0
21006,Cap1,NO,Plasma membrane,0,0,0,0,0,mouse,0
21007,Cap2,NO,Plasma membrane,0,0,0,0,0,mouse,0
21008,Capg,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21009,Capn2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21010,Capn3,NO,Cytoplasm,0,0,0,0,0,mouse,0
21011,Capn7,NO,Nucleus,0,0,0,0,0,mouse,0
21012,Capns1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21013,Caprin1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21014,Capsl,NO,Cytoplasm,0,0,0,0,0,mouse,0
21015,Capza1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21016,Capza2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21017,Capzb,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21018,Card10,NO,Cytoplasm,0,0,0,0,0,mouse,0
21019,Card14,NO,Cytoplasm,0,0,0,0,0,mouse,0
21020,Card19,NO,Mitochondria,0,0,0,0,0,mouse,0
21021,Card9,NO,Cytoplasm,0,0,0,0,0,mouse,0
21022,Carf,NO,Nucleus,0,0,0,0,0,mouse,0
21023,Carhsp1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21024,Carm1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21025,Cars,NO,Cytoplasm,0,0,0,0,0,mouse,0
21026,Cars2,NO,Mitochondria,0,0,0,0,0,mouse,0
21027,Casc3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21028,Casd1,NO,Golgi,0,0,0,0,0,mouse,0
21029,Cask,NO,Plasma membrane,0,0,0,0,0,mouse,0
21030,Cask,NO,Plasma membrane,0,0,0,0,0,mouse,0
21031,Caskin1,NO,Cytoplasm,0,0,0,0,0,mouse,0
21032,Caskin2,NO,Cytoplasm,0,0,0,0,0,mouse,0
21033,Casp3,NO,Cytoplasm,0,0,0,0,0,mouse,0
21034,Casp6,NO,Cytoplasm,0,0,0,0,0,mouse,0
21035,Casp7,NO,Cytoplasm,0,0,0,0,0,mouse,0
21036,Casp8,NO,Cytoplasm,0,0,0,0,0,mouse,0
21037,Casp8ap2,NO,Nucleus,0,0,0,0,0,mouse,0
21038,Casr,NO,Plasma membrane,0,0,0,0,0,mouse,0
21039,Cast,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21040,Castor1,NO,Cytoplasm,0,0,0,0,0,mouse,0
21041,Castor2,NO,Cytoplasm,0,0,0,0,0,mouse,0
21042,Casz1,NO,Nucleus,0,0,0,0,0,mouse,0
21043,Cat,NO,Peroxisome,0,0,0,0,0,mouse,0
21044,Catsper1,NO,Plasma membrane,0,0,0,0,0,mouse,0
21045,Catsper2,NO,Plasma membrane,0,0,0,0,0,mouse,0
21046,Catsper3,NO,Plasma membrane,0,0,0,0,0,mouse,0
21047,Catsper4,NO,Plasma membrane,0,0,0,0,0,mouse,0
21048,Catsperd,NO,Plasma membrane,0,0,0,0,0,mouse,0
21049,Catspere2,NO,Plasma membrane,0,0,0,0,0,mouse,0
21050,Catspere1,NO,Plasma membrane,0,0,0,0,0,mouse,0
21051,Catsperz,NO,Plasma membrane,0,0,0,0,0,mouse,0
21052,Cav1,NO,Plasma membrane,0,0,0,0,0,mouse,0
21053,Cav1,NO,Actin binding proteins,0,0,0,0,0,mouse,0
21054,Cav2,NO,Golgi,0,0,0,0,0,mouse,0
21055,Cbfa2t2,NO,Nucleus,0,0,0,0,0,mouse,0
21056,Cbfb,NO,Nucleus,0,0,0,0,0,mouse,0
21057,Cbr1,NO,Cytoplasm,0,0,0,0,0,mouse,0
21058,Cbr3,NO,Cytoplasm,0,0,0,0,0,mouse,0
21059,Cbr4,NO,Mitochondria,0,0,0,0,0,mouse,0
21060,Cbs,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21061,Cbx1,NO,Nucleus,0,0,0,0,0,mouse,0
21062,Cbx2,NO,Nucleus,0,0,0,0,0,mouse,0
21063,Cbx3,NO,Nucleus,0,0,0,0,0,mouse,0
21064,Cbx4,NO,Nucleus,0,0,0,0,0,mouse,0
21065,Cbx5,NO,Nucleus,0,0,0,0,0,mouse,0
21066,Cbx6,NO,Nucleus,0,0,0,0,0,mouse,0
21067,Cbx7,NO,Nucleus,0,0,0,0,0,mouse,0
21068,Cbx8,NO,Nucleus,0,0,0,0,0,mouse,0
21069,Cc2d1a,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21070,Cc2d1b,NO,Nucleus,0,0,0,0,0,mouse,0
21071,Ccar1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21072,Ccar2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21073,Ccdc106,NO,Nucleus,0,0,0,0,0,mouse,0
21074,Ccdc110,NO,Nucleus,0,0,0,0,0,mouse,0
21075,Ccdc115,NO,ER,0,0,0,0,0,mouse,0
21076,Ccdc12,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21077,Ccdc124,NO,Large Protein Complex,0,0,0,0,0,mouse,0
21078,Ccdc125,NO,Cytoplasm,0,0,0,0,0,mouse,0
21079,Ccdc127,NO,Mitochondria,0,0,0,0,0,mouse,0
21080,Ccdc134,NO,ER-Lumen,0,0,0,0,0,mouse,0
21081,Ccdc137,NO,Nucleus,0,0,0,0,0,mouse,0
